symbol	kind	family	reference_source	firestaff_mapping	status	notes
F1923_Pre_F1925_CPSX	F	Pre	HINTHTC.C:19	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1925_CPSX	F	CPSX	HINTHINT.C:131	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1926_Post_F1925_CPSX	F	Post	HINTHTC.C:20	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1928_ForceMediaChangeDetection	F	ForceMediaChangeDetection	CEDTINCF.C:57	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1934_Checksum_CPSX	F	Checksum	HINTHINT.C:34	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1935_Pre_F1937_Hints_CPSX	F	Pre	HINTHINT.C:46	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1937_Hints_CPSX	F	Hints	HINTHINT.C:54	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1938_Post_F1937_Hints_CPSX	F	Post	HINTHINT.C:283	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1940_CPSX	F	CPSX	HINTHINT.C:291	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1942_Pre_F1944_ChecksumAdd_main	F	Pre	HINT007.C:7	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1944_ChecksumAdd	F	ChecksumAdd	HINTINPT.C:314	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1945_Pre_F1944_ChecksumAdd_main	F	Pre	HINT007.C:6	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1947_BlitBitmapToOrFromScreen	F	BlitBitmapToOrFromScreen	HINT004.C:199	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1950_Pre_F1952_CheckCopyProtectionSector_CPSX	F	Pre	HINT006.C:32	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1952_CheckCopyProtectionSector_CPSX	F	CheckCopyProtectionSector	HINT006.C:38	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1953_Post_F1952_CheckCopyProtectionSector_CPSX	F	Post	HINT006.C:201	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1955_Input_CPSX	F	Input	DEFS.H:4538	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1956_EndProgram	F	EndProgram	HINT001.C:100	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1966_DebugEnter	F	DebugEnter	HINT002.C:10	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1967_DebugExit	F	DebugExit	HINT002.C:29	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1968_Debug_Unreferenced	F	Debug	HINTDBG.C:91	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1969_DebugInitialize	F	DebugInitialize	HINT007.C:20	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1970_Debug_Unreferenced	F	Debug	HINTDBG.C:101	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1982_Unreferenced	F	Unreferenced	HINTCASE.C:5	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1983_Unreferenced	F	Unreferenced	HINTCASE.C:9	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1984_ConvertCharacterToLowerCase	F	ConvertCharacterToLowerCase	HINTCASE.C:13	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1985_CPSX	F	CPSX	HINT008.C:25	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1987_Checksum	F	Checksum	CEDTINCI.C:225	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1988_Checksum	F	Checksum	CEDTINCI.C:243	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1989_InitializeRandomNumber	F	InitializeRandomNumber	CEDT002.C:174	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1992_RequestUtilityDiskInDrive	F	RequestUtilityDiskInDrive	CEDTINC8.C:353	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1998_PrintSpacePaddedText_Unreferenced	F	PrintSpacePaddedText	CEDTINCK.C:5	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F1999_FILE_Read	F	FILE	CEDTINC6.C:6	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2000_FILE_Write	F	FILE	CEDTINC6.C:23	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2007_SetFloppyDriveIndex	F	SetFloppyDriveIndex	UTIO.C:171	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2008_IsLeftMouseButtonDown	F	IsLeftMouseButtonDown	CEDT006.C:1323	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2009_GetMouseX	F	GetMouseX	CEDT006.C:1324	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2010_GetMouseY	F	GetMouseY	CEDT006.C:1324	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2011_ProcessClicksAndKeyPresses	F	ProcessClicksAndKeyPresses	COMMAND.C:3112	src/dm1/dm1_v1_click_routing_pc34_compat.c:128	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2014_ConvertStringToLowerCase	F	ConvertStringToLowerCase	HINT001.C:8	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2022_F1889_SubForInit	F	F1889	HINT001.C:74	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2023_F1889_SubForUninit	F	F1889	HINT001.C:197	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2024_IsLeftMouseButtonDown	F	IsLeftMouseButtonDown	HINT001.C:219	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2026_GetGraphicByteCount	F	GetGraphicByteCount	HINTGRAP.C:266	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2028_LoadHintOracleTexts	F	LoadHintOracleTexts	HINT001.C:158	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2029_GetHintOracleText_Unreferenced	F	GetHintOracleText	HINTGTXT.C:79	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2030_FreeHintOracleTexts	F	FreeHintOracleTexts	HINT001.C:204	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2042_InitializeScreen	F	InitializeScreen	HINT001.C:60	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2043_UninitializeScreen	F	UninitializeScreen	HINT001.C:70	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2045_FadeToPalette	F	FadeToPalette	CEDTINCI.C:315	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2047_GetMouseX	F	GetMouseX	FILLBOX.C:837	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2048_GetMouseY	F	GetMouseY	FILLBOX.C:843	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2060_ShowPointer	F	ShowPointer	CEDT018.C:822	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2065_Checksum	F	Checksum	CEDT018.C:6	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2072_HidePointer	F	HidePointer	CEDT018.C:955	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2078_ReadSector_Unreferenced	F	ReadSector	CEDT023.C:1261	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2079_FormatFloppyDisk	F	FormatFloppyDisk	CEDT023.C:485	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2084_CheckX68000OriginalDisk_CPSX	F	CheckX68000OriginalDisk	CEDT023.C:541	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2085_EjectFloppyDisk	F	EjectFloppyDisk	CEDT023.C:12	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2091_GetDriveAddress	F	GetDriveAddress	CEDT023.C:422	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2093_GetVerticalBlankCount	F	GetVerticalBlankCount	CEDT002.C:151	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2094_Call_DOS_FFLUSH	F	Call	CEDT023.C:11	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2095_AllocateMemory	F	AllocateMemory	CEDT005.C:399	src/dm1/dm1_v1_portrait_panel_pc34_compat.c:128	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2100_GetChildFiles	F	GetChildFiles	CEDTINCF.C:80	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2104_CHAMPION_ConvertBitmapToAtariSTPlanar	F	CHAMPION	CEDT006.C:1575	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	IMPLEMENTED_NARROW	Models the same bounded 4bpp chunky-to-Atari-ST-planar bitmap packing used by the DM1 portrait converter for the fixed 32x29 champion bitmap span. Focused CTest is registered and passing; arbitrary editor bitmap dimensions and file IO remain outside this DM1 helper.
F2105_CHAMPION_ConvertBitmapFromAtariSTPlanar	F	CHAMPION	CEDTINC8.C:93	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	IMPLEMENTED_NARROW	Models the same bounded Atari-ST-planar-to-4bpp chunky bitmap unpacking used by the DM1 portrait converter for the fixed 32x29 champion bitmap span. Focused CTest is registered and passing; arbitrary editor bitmap dimensions and file IO remain outside this DM1 helper.
F2106_InitializeUsioDataFilteredQueue	F	InitializeUsioDataFilteredQueue	CEDTINCI.C:421	src/dm1/dm1_v1_click_routing_pc34_compat.c:129	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2107_UninitializeUsioDataFilteredQueue	F	UninitializeUsioDataFilteredQueue	CEDTINCI.C:441	src/dm1/dm1_v1_click_routing_pc34_compat.c:130	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2108_AddUsioDataToFilteredQueue	F	AddUsioDataToFilteredQueue	COMMAND.C:2607	src/dm1/dm1_v1_click_routing_pc34_compat.c:131	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2109_BuildUsioDataFilteredQueue	F	BuildUsioDataFilteredQueue	COMMAND.C:2623	src/dm1/dm1_v1_click_routing_pc34_compat.c:132	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2110_GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex	F	GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex	COMMAND.C:2650	src/dm1/dm1_v1_click_routing_pc34_compat.c:133	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2110_GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex_RemoveFromQueue	F	GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex	CEDT025.C:181	src/dm1/dm1_v1_click_routing_pc34_compat.c:133	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2111_RemoveUsioDataFromFilteredQueue	F	RemoveUsioDataFromFilteredQueue	COMMAND.C:2667	src/dm1/dm1_v1_click_routing_pc34_compat.c:134	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2113_GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex_KeepInQueue	F	GetFirstUsioDataInFilteredQueueOfSpecifiedTypeIndex	CEDT025.C:117	src/dm1/dm1_v1_click_routing_pc34_compat.c:135	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2114_EmptyUsioDataFilteredQueue	F	EmptyUsioDataFilteredQueue	COMMAND.C:2508	src/dm1/dm1_v1_click_routing_pc34_compat.c:136	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2122_DecodeAllPortraitsWhileLoading	F	DecodeAllPortraitsWhileLoading	CEDT019.C:41	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2123_EncodeAllPortraitsBeforeSaving	F	EncodeAllPortraitsBeforeSaving	CEDT019.C:58	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2124_DecodeAllPortraitsAfterSaving	F	DecodeAllPortraitsAfterSaving	CEDT019.C:85	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2136_GetAsciiCode	F	GetAsciiCode	CEDT025.C:161	src/dm1/dm1_v1_click_routing_pc34_compat.c:137	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2143_Initialize	F	Initialize	CEDT102.C:149	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2144_Free	F	Free	CEDT102.C:167	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2145_sub_F0007_1	F	sub	COPYBYTE.C:196	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2146_sub_F0007_2	F	sub	COPYBYTE.C:231	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2147_EnableSuperHiResGraphics	F	EnableSuperHiResGraphics	BASE.C:699	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2148_DisableSuperHiResGraphics	F	DisableSuperHiResGraphics	BASE.C:709	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2150_CPSX	F	CPSX	COMMAND.C:2212	src/dm1/dm1_v1_click_routing_pc34_compat.c:138	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2151_CPSX	F	CPSX	COMMAND.C:2208	src/dm1/dm1_v1_click_routing_pc34_compat.c:139	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2152_CPSX	F	CPSX	COMMAND.C:2200	src/dm1/dm1_v1_click_routing_pc34_compat.c:140	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2153_subF0136_	F	subF0136	BLITFILL.C:268	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2158_GetMouseButtonsStatus	F	GetMouseButtonsStatus	ENTRANCE.C:1074	src/dm1/dm1_v1_input_poll_pc34_compat.c:380	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2159_ClampMousePointerOnASinglePixel	F	ClampMousePointerOnASinglePixel	IIGS.H:1702	src/dm1/dm1_v1_input_poll_pc34_compat.c:381	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2160_GetMousePointerHotspotX	F	GetMousePointerHotspotX	IIGS.H:1703	src/dm1/dm1_v1_input_poll_pc34_compat.c:382	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2161_GetMousePointerHotspotY	F	GetMousePointerHotspotY	IIGS.H:1704	src/dm1/dm1_v1_input_poll_pc34_compat.c:383	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2162_ShutDown	F	ShutDown	ENDGAME.C:705	src/dm1/dm1_v1_endgame_system_pc34_compat.c:505	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2163_SetBorderColor	F	SetBorderColor	ENDGAME.C:470	src/dm1/dm1_v1_endgame_system_pc34_compat.c:506	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2164_PatchAddresses	F	PatchAddresses	DRAWMSGA.C:195	src/dm1/dm1_v1_viewport_3d_pc34_compat.c:3570	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2165_PrintErrorMessage	F	PrintErrorMessage	BASE.C:1129	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2167_BuildAppleIIGSMouseCursor	F	BuildAppleIIGSMouseCursor	DEFS.H:9715	src/dm1/dm1_v1_input_poll_pc34_compat.c:384	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2179_InitializeGraphicData	F	InitializeGraphicData	GSTHINGS.C:143	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2191_CPSX	F	CPSX	COMMAND.C:2196	src/dm1/dm1_v1_click_routing_pc34_compat.c:141	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2192_CPSX	F	CPSX	COMMAND.C:2200	src/dm1/dm1_v1_click_routing_pc34_compat.c:142	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2193_CPSX	F	CPSX	COMMAND.C:2204	src/dm1/dm1_v1_click_routing_pc34_compat.c:143	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2194_CPSX	F	CPSX	COMMAND.C:2208	src/dm1/dm1_v1_click_routing_pc34_compat.c:144	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2195_CPSX	F	CPSX	COMMAND.C:2212	src/dm1/dm1_v1_click_routing_pc34_compat.c:145	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2196_CPSX	F	CPSX	COMMAND.C:2216	src/dm1/dm1_v1_click_routing_pc34_compat.c:146	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2197_CPSX	F	CPSX	COMMAND.C:2220	src/dm1/dm1_v1_click_routing_pc34_compat.c:147	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2198_CPSX	F	CPSX	DEFS.H:9736	src/dm1/dm1_v1_sound_pc34_compat.c:417	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2199_CPSX	F	CPSX	DEFS.H:9737	src/dm1/dm1_v1_sound_pc34_compat.c:418	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2200_CPSX	F	CPSX	DEFS.H:9738	src/dm1/dm1_v1_sound_pc34_compat.c:419	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2201_CPSX	F	CPSX	DEFS.H:9739	src/dm1/dm1_v1_sound_pc34_compat.c:420	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2202_CPSX	F	CPSX	DEFS.H:9740	src/dm1/dm1_v1_sound_pc34_compat.c:421	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2203_CPSX	F	CPSX	DEFS.H:9732	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2204_CPSX	F	CPSX	DEFS.H:9733	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2205_CPSX	F	CPSX	DEFS.H:9734	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2206_CPSX	F	CPSX	COMMAND.C:2204	src/dm1/dm1_v1_click_routing_pc34_compat.c:148	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2207_CPSX	F	CPSX	DEFS.H:9735	src/dm1/dm1_v1_sound_pc34_compat.c:422	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2210_InitEventManager	F	InitEventManager	SWSH.C:806	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2211_InitQuickDraw	F	InitQuickDraw	SWSH.C:828	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2214_CallProDOS_CREATE	F	CallProDOS	FILE.C:41	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2215_CallProDOS_DESTROY	F	CallProDOS	FILE.C:51	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2216_CallProDOS_CHANGE_PATH	F	CallProDOS	FILE.C:61	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2217_CallProDOS_VOLUME	F	CallProDOS	FILE.C:73	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2218_CallProDOS_OPEN	F	CallProDOS	FILE.C:87	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2219_CallProDOS_READ	F	CallProDOS	FILE.C:98	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2220_CallProDOS_WRITE	F	CallProDOS	FILE.C:107	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2221_CallProDOS_CLOSE	F	CallProDOS	FILE.C:116	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2222_CallProDOS_SET_MARK	F	CallProDOS	FILE.C:124	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2223_CallProDOS_GET_DEV_NUM	F	CallProDOS	FILE.C:132	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2224_CallProDOS_GET_BOOT_VOL	F	CallProDOS	FILE.C:143	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2225_CallProDOS_QUIT	F	CallProDOS	FILE.C:154	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2226_F2173_sub	F	F2173	STARTUP1.C:221	src/dm1/dm1_v1_game_loop_pc34_compat.c:272	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2227_F2174_sub	F	F2174	FILE.C:15	src/dm1/dm1_v1_game_loop_pc34_compat.c:273	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2228_CallProDOS_FORMAT	F	CallProDOS	FILE.C:29	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2232_DisplayErrorAndStop	F	DisplayErrorAndStop	IIGS.H:1710	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2234_ClearBothScreenBuffers	F	ClearBothScreenBuffers	ANIMTOWN.C:659	src/dm1/dm1_v1_game_state_pc34_compat.c:340	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2235_MUSIC_StopCD	F	MUSIC	DEFS.H:9806	src/dm1/dm1_v1_save_load_system_pc34_compat.c:201	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2236_IODRV_9_SetMousePointerBitmap	F	IODRV	CEDT026.C:325	src/dm1/dm1_v1_input_poll_pc34_compat.c:385	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2237_IODRV_10_SetMousePointer	F	IODRV	CEDT026.C:379	src/dm1/dm1_v1_input_poll_pc34_compat.c:386	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2239_TownsMouseHandler	F	TownsMouseHandler	CEDT026.C:295	src/dm1/dm1_v1_input_poll_pc34_compat.c:387	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2240_INIT_TOWNS_MOUSE	F	INIT	CEDT026.C:398	src/dm1/dm1_v1_input_poll_pc34_compat.c:388	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2241_RESTORE_TOWNS_MOUSE	F	RESTORE	CEDT026.C:412	src/dm1/dm1_v1_input_poll_pc34_compat.c:389	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2242_MEM_AVAIL	F	MEM	CEDT028.C:10	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2243_CallMalloc	F	CallMalloc	CEDT028.C:32	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2244_CallFree	F	CallFree	CEDT028.C:38	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2245_INIT_TOWNS	F	INIT	CEDT027.C:1549	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2247_RESTORE_TOWNS	F	RESTORE	CEDT027.C:1558	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2248_PlayAnimation	F	PlayAnimation	ANIM.C:2332	src/dm1/dm1_v1_creature_render_pc34_compat.c:1083	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2249_CLEAR_FRONT_SCREEN	F	CLEAR	CEDT027.C:1463	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2251_INSTALL_CRITICAL_HANDLER	F	INSTALL	CEDT029.C:50	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2253_KEYREAD	F	KEYREAD	ANIMTOWN.C:720	src/dm1/dm1_v1_input_poll_pc34_compat.c:403	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2254_KEYAVAIL	F	KEYAVAIL	ANIMTOWN.C:736	src/dm1/dm1_v1_input_poll_pc34_compat.c:404	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F2255_SWOOSH_main	F	SWOOSH	ANIMTOWN.C:751	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2256_CD_INIT_CPSX	F	CD	ANIMTOWN.C:757	-	MISSING	No exact numbered token found in Firestaff src/include; no implementation claim.
F2257_IsCDPlaying	F	IsCDPlaying	ANIM.C:2237	src/dm1/dm1_v1_creature_render_pc34_compat.c:1084	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
