symbol	family	source_file	source_line	semantic_role	semantic_domain	firestaff_mapping	firestaff_status	evidence
G4161_as_ButtonBitmaps	global	SWITCH.C	967	classified dungeon-world global state	dungeon-world	declaration/reference SWITCH.C:967; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCH.C:967; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4167_auc_Bitmap_SwitchMenu_Japanese	global	SWITCHDA.C	1131	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1131; 5 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1131; 5 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4168_auc_Bitmap_SwitchMenu_English	global	SWITCHDA.C	2219	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:2219; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:2219; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4169_auc_Bitmap	global	SWITCHDA.C	1910	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1910; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1910; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4170_auc_Bitmap	global	SWITCHDA.C	1929	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1929; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1929; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4171_auc_Bitmap	global	SWITCHDA.C	1942	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1942; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1942; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4172_auc_Bitmap_Japanese	global	SWITCHDA.C	1967	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1967; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1967; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4173_auc_Bitmap_English	global	SWITCHDA.C	1980	classified dungeon-world global state	dungeon-world	declaration/reference SWITCHDA.C:1980; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference SWITCHDA.C:1980; 2 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G4175_ac_Unreferenced	global	COMMAND.C	2532	classified input-ui global state	input-ui	declaration/reference COMMAND.C:2532; 1 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	declaration/reference COMMAND.C:2532; 1 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
G4176_i_Unreferenced	global	CEDT005.C	14	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT005.C:14; 1 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4181_i_Unreferenced	global	TOWNSGLB.H	361	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:361; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G4182_ac_Unreferenced	global	CEDT019.C	36	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT019.C:36; 1 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4184_ac_Unreferenced	global	CEDTFNT.C	17	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTFNT.C:17; 3 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4186_s_FilePicker	global	CEDT008.C	37	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT008.C:37; 43 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4187_FilePickerFileName	global	CEDT008.C	39	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT008.C:39; 20 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4190_ac_Unreferenced	global	CEDT017.C	12	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT017.C:12; 1 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4191_al_Unreferenced	global	CEDT019.C	17	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT019.C:17; 1 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4192_ac_Unreferenced	global	CEDT022.C	7	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT022.C:7; 1 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G4196_i_Unreferenced	global	ANIMTOWN.C	520	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference ANIMTOWN.C:520; 3 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G4198_aps_SampleHandlers_Unreferenced	global	INT1DATA.C	7	classified champion-inventory global state	champion-inventory	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference INT1DATA.C:7; 0 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7002_pps_InputInfoList	global	TOWNSGLB.H	179	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:179; 11 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7004_SavedGameFileHandle	global	CEDT007.C	58	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT007.C:58; 23 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7005_FilePickerOnScreen	global	TOWNSGLB.H	233	classified viewport-rendering global state	viewport-rendering	declaration/reference TOWNSGLB.H:233; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:233; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G7007_FilePickerFileListBitmap	global	TOWNSGLB.H	235	classified dungeon-world global state	dungeon-world	declaration/reference TOWNSGLB.H:235; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:235; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G7008_FilePickerFileListBitmapByteCount	global	TOWNSGLB.H	236	classified dungeon-world global state	dungeon-world	declaration/reference TOWNSGLB.H:236; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:236; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G7009_FilePickerFileListWidth	global	TOWNSGLB.H	237	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:237; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7010_FilePickerFileListHeight	global	TOWNSGLB.H	238	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:238; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7011_FilePickerFileListTopOnScreen	global	TOWNSGLB.H	240	classified viewport-rendering global state	viewport-rendering	declaration/reference TOWNSGLB.H:240; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:240; 0 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
G7012_FilePickerFirstFileNameIndex	global	TOWNSGLB.H	241	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:241; 0 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7020_PORTRAIT	global	TOWNSGLB.H	322	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:322; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:322; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7021_HEALTH	global	TOWNSGLB.H	399	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:399; 5 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7022_STAMINA	global	TOWNSGLB.H	400	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:400; 5 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7023_MANA	global	TOWNSGLB.H	401	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:401; 5 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7024_SelectedColorBoxX1	global	CEDT006.C	92	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT006.C:92; 5 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7025_SelectedColorBoxX2	global	CEDT006.C	93	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT006.C:93; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7026_SelectedColorBoxY1Base	global	CEDT006.C	94	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDT006.C:94; 6 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7029_HealthStaminaManaScreenX	global	CEDTDATA.C	179	classified viewport-rendering global state	viewport-rendering	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:179; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7030_HealthScreenY	global	CEDTDATA.C	180	classified viewport-rendering global state	viewport-rendering	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:180; 6 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7033_FilePickerDialogTitleX	global	CEDTDATA.C	183	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:183; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7034_FilePickerDialogTitleY	global	CEDTDATA.C	184	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:184; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7035_PortraitWidth	global	CEDTDATA.C	185	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:185; 39 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7036_PortraitHeight	global	CEDTDATA.C	186	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:186; 39 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7037_MirrorBitmap_Width	global	CEDTDATA.C	187	classified dungeon-world global state	dungeon-world	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:187; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7038_MirrorBitmap_Height	global	CEDTDATA.C	188	classified dungeon-world global state	dungeon-world	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:188; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7039_MirrorPortraitLeftMargin	global	CEDTDATA.C	189	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:189; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7040_MirrorPortraitTopMargin	global	CEDTDATA.C	190	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:190; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7041_SelectedColorBoxHeight	global	CEDTDATA.C	191	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:191; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7042_PortraitWidthZoomFactor	global	CEDTDATA.C	192	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:192; 9 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7043_PortraitHeightZoomFactor	global	CEDTDATA.C	193	classified save-load global state	save-load	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:193; 9 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7044_DialogWidth	global	CEDTDATA.C	194	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:194; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7045_DialogHeight	global	CEDTDATA.C	195	classified input-ui global state	input-ui	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:195; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7046_FilePickerArrowsWidth	global	CEDTDATA.C	196	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:196; 6 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7047_FilePickerArrowsHeight	global	CEDTDATA.C	197	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:197; 6 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7048_FilePickerFileListVisibleFileNameCount	global	CEDTDATA.C	198	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:198; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7049_FilePickerFileListLineHeight	global	CEDTDATA.C	199	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:199; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7050_FilePickerFileListLeft	global	CEDTDATA.C	200	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:200; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7051_FilePickerFileListTop	global	CEDTDATA.C	201	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:201; 4 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7052_TextLineSpacing	global	CEDTDATA.C	202	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:202; 8 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7053_TextCharacterWidth	global	CEDTDATA.C	203	classified unclassified global state	unclassified	none; source platform/toolchain state	out-of-scope: platform/toolchain	declaration/reference CEDTDATA.C:203; 7 additional source reference(s); source-only toolchain state; no Firestaff parity claim
G7054_LOAD_CHAMPIONS	global	TOWNSGLB.H	314	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:314; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:314; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7055_SAVE_CHAMPIONS	global	TOWNSGLB.H	315	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:315; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:315; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7056_MAKE_NEW_ADVENTURE	global	TOWNSGLB.H	316	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:316; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7057_REVERT	global	TOWNSGLB.H	317	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:317; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7058_UNDO	global	TOWNSGLB.H	318	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:318; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7059_QUIT	global	TOWNSGLB.H	319	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:319; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7060_OK	global	TOWNSGLB.H	344	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:344; 28 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7061_OK_CANCEL	global	TOWNSGLB.H	345	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:345; 11 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7062_RETRY_CANCEL	global	TOWNSGLB.H	346	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:346; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7063_OK_CANCEL_FORMAT	global	TOWNSGLB.H	347	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:347; 6 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7064_GAME_PORTRAIT_CANCEL	global	TOWNSGLB.H	348	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:348; 11 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:348; 11 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7065_DUNGEON_MASTER_CHAOS_STRIKES_BACK_CANCEL	global	TOWNSGLB.H	349	classified dungeon-world global state	dungeon-world	declaration/reference TOWNSGLB.H:349; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:349; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
G7066_NEW_DISK	global	TOWNSGLB.H	350	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:350; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:350; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7067_CANCEL	global	TOWNSGLB.H	351	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:351; 9 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7068_YOU_MAY_LOAD_EITHER_A_SAVED_GAME_OR_A_CHAMPION_PORTRAIT	global	TOWNSGLB.H	323	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:323; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:323; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7069_YOU_MAY_SAVE_EITHER_THE_WHOLE_GAME_OR_THE_SELECTED_CHAMPIONS_PORTRAIT	global	TOWNSGLB.H	324	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:324; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:324; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7070_PLEASE_SELECT_A_PORTRAIT	global	TOWNSGLB.H	325	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:325; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:325; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7071_PLEASE_WAIT_LOADING_SAVED_GAME	global	TOWNSGLB.H	326	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:326; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:326; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7072_PLEASE_WAIT_SAVING_GAME	global	TOWNSGLB.H	327	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:327; 8 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7073_PLEASE_WAIT_SAVING_CHAMPION	global	TOWNSGLB.H	328	classified champion-inventory global state	champion-inventory	declaration/reference TOWNSGLB.H:328; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:328; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G7074_PLEASE_WAIT_LOADING_CHAMPION	global	TOWNSGLB.H	329	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:329; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:329; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7075_PLEASE_WAIT_LOADING_NEW_ADVENTURE	global	TOWNSGLB.H	335	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:335; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:335; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7076_PLEASE_WAIT_SAVING_NEW_ADVENTURE	global	TOWNSGLB.H	336	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:336; 8 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7077_ERROR_WHILE_SAVING_CHAMPION	global	TOWNSGLB.H	330	classified champion-inventory global state	champion-inventory	declaration/reference TOWNSGLB.H:330; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:330; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G7078_ERROR_WHILE_SAVING_GAME	global	TOWNSGLB.H	331	classified unclassified global state	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	declaration/reference TOWNSGLB.H:331; 11 additional source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
G7079_THIS_CHAMPION_IS_DAMAGED	global	TOWNSGLB.H	332	classified champion-inventory global state	champion-inventory	declaration/reference TOWNSGLB.H:332; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:332; 9 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G7080_THIS_CHAMPION_CANNOT_BE_USED_WITH_THIS_ADVENTURE	global	TOWNSGLB.H	333	classified champion-inventory global state	champion-inventory	declaration/reference TOWNSGLB.H:333; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:333; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G7081_EACH_CHAMPION_MUST_HAVE_A_UNIQUE_FIRST_NAME	global	TOWNSGLB.H	334	classified champion-inventory global state	champion-inventory	declaration/reference TOWNSGLB.H:334; 12 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:334; 12 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
G7082_INCORRECT_OR_DAMAGED_SAVED_GAME	global	TOWNSGLB.H	343	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:343; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:343; 6 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7083_THE_NEW_ADVENTURE_CAN_ONLY_BE_MADE_AFTER_A_SAVED_GAME_IS_LOADED	global	TOWNSGLB.H	337	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:337; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:337; 8 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
G7084_CANT_MAKE_NEW_ADVENTURE_FROM_THIS_SAVED_GAME	global	TOWNSGLB.H	338	classified save-load global state	save-load	declaration/reference TOWNSGLB.H:338; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	declaration/reference TOWNSGLB.H:338; 10 additional source reference(s); semantic counterpart: src/dm1/dm1_v1_save_load_system_pc34_compat.c
