family	id	symbol	redmcsb_source	semantic_owner	classification	port_role	firestaff_mapping	disposition
P	3011	P3011_l_	AMIGALIB.C:765	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3012	P3012_ps_ViewPort	AMIGALIB.C:779	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3013	P3013_ps_SimpleSprite	AMIGALIB.C:779	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3014	P3014_l_	AMIGALIB.C:779	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3015	P3015_l_	AMIGALIB.C:779	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3016	P3016_pc_	AMIGALIB.C:808	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3017	P3017_l_	AMIGALIB.C:808	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3018	P3018_pc_	AMIGALIB.C:822	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3019	P3019_l_	AMIGALIB.C:822	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3020	P3020_ps_IORequest	AMIGALIB.C:822	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3021	P3021_l_	AMIGALIB.C:822	platform_or_unnumbered_file_scope	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3022	P3022_pc_	AMIGALIB.C:860	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3023	P3023_l_	AMIGALIB.C:860	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3024	P3024_pc_	AMIGALIB.C:874	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3025	P3025_l_	AMIGALIB.C:874	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3026	P3026_ps_NewScreen	AMIGALIB.C:888	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3027	P3027_ps_NewWindow	AMIGALIB.C:899	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3028	P3028_ps_MsgPort	AMIGALIB.C:1014	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3029	P3029_ps_Message	AMIGALIB.C:1014	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3030	P3030_l_	AMIGALIB.C:1028	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3031	P3031_pc_	AMIGALIB.C:1028	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3032	P3032_l_	AMIGALIB.C:1028	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3033	P3033_ps_RastPort	AMIGALIB.C:1043	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3034	P3034_l_	AMIGALIB.C:1043	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3035	P3035_l_	AMIGALIB.C:1043	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3036	P3036_l_	AMIGALIB.C:1043	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3037	P3037_l_	AMIGALIB.C:1043	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3038	P3038_l_	AMIGALIB.C:1072	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3039	P3039_ps_Interrupt	AMIGALIB.C:1072	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3040	P3040_ps_MsgPort	AMIGALIB.C:1086	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3041	P3041_pc_	AMIGALIB.C:1099	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3042	P3042_pc_	AMIGALIB.C:1099	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3043	P3043_ps_MsgPort	AMIGALIB.C:1125	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3044	P3044_ps_Screen	AMIGALIB.C:1150	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3045	P3045_l_	AMIGALIB.C:1163	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3046	P3046_l_	AMIGALIB.C:1163	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3047	P3047_l_	AMIGALIB.C:1163	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3048	P3048_ps_RastPort	AMIGALIB.C:1178	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3049	P3049_l_	AMIGALIB.C:1178	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3050	P3050_ps_RastPort	AMIGALIB.C:1190	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3051	P3051_l_	AMIGALIB.C:1190	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3052	P3052_l_Signals	AMIGALIB.C:1204	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3053	P3053_l_SignalMask	AMIGALIB.C:1204	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3054	P3054_ps_Library	AMIGALIB.C:1218	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3055	P3055_l_	AMIGALIB.C:1218	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3056	P3056_puc_	AMIGALIB.C:1218	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3057	P3057_ps_Window	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3058	P3058_pui_	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3059	P3059_i_	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3060	P3060_i_	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3061	P3061_i_	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3062	P3062_i_	AMIGALIB.C:1233	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3063	P3063_ps_RastPort	AMIGALIB.C:1251	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3064	P3064_uc_	AMIGALIB.C:1251	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3065	P3065_pc_ViewPort	AMIGALIB.C:1265	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3066	P3066_l_	AMIGALIB.C:1265	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3067	P3067_l_	AMIGALIB.C:1265	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3068	P3068_l_	AMIGALIB.C:1265	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3069	P3069_l_	AMIGALIB.C:1265	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3070	P3070_ps_Task	AMIGALIB.C:1282	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3071	P3071_l_	AMIGALIB.C:1282	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3072	P3072_l_	AMIGALIB.C:1296	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3073	P3073_l_	AMIGALIB.C:1321	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3074	P3074_l_	AMIGALIB.C:1321	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3075	P3075_ps_IORequest	AMIGALIB.C:1335	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3076	P3076_ps_MsgPort	AMIGALIB.C:1348	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3077	P3077_l_	AMIGALIB.C:1373	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3078	P3078_pc_	AMIGALIB.C:1373	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3079	P3079_l_	AMIGALIB.C:1373	F1065_SetExecBase	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3086	P3086_pc_	DMSTART.C:69	F8372_PrintString	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3087	P3087_i_DrivePDA	FLOPPY.C:462	F1026_IdentifyDiskInDrive_CPSX	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3088	P3088_i_DriveType	FLOPPY.C:1375	F0528_FLOPPY_Eject	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3089	P3089_l_	GRF1MAIN.C:42	F9091_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3090	P3090_l_	VDEOMAIN.C:51	F9046_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3091	P3091_l_	STARTUP2.C:1010	F1009_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3092	P3092_pl_	STARTUP2.C:1011	F1009_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3093	P3093_l_	STARTUP2.C:1537	F1017_Malloc	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3094	P3094_pc_FileName	PRIM1.C:207	F0922_Custom_strcpy	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3095	P3095_i_	INSTALL.C:20	F8050_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3096	P3096_pc_	INSTALL.C:29	F8051_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3097	P3097_pc_	INSTALL.C:29	F8051_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3098	P3098_pc_	INSTALL.C:29	F8051_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3099	P3099_i_	INSTALL.C:88	F8053_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3101	P3101_l_	INSTALL.C:128	F8055_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3102	P3102_l_	MEM1MAIN.C:98	F9014_MEM1_Initialize	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3103	P3103_l_ByteCount	MEM1.C:21	F9010_MEM1_06_Allocate	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3104	P3104_i_Requirements	MEM1.C:21	F9010_MEM1_06_Allocate	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3105	P3105_pl_	MEM1.C:68	F9011_MEM1_07_Free	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3106	P3106_i_	MEM1.C:96	F9012_MEM1_08_Available	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3107	P3107_l_	MEM1.C:144	F9014_MEM1_Initialize	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3108	P3108_ps_	MEM1.C:144	F9014_MEM1_Initialize	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3109	P3109_i_LPTPort	STATS.C:95	F8027_HasLPTInitializationFailed	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3110	P3110_c_	STATS.C:214	F8031_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3111	P3111_pi_MajorVersion	STATS.C:323	F8035_GetMouseVersionAndType	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3112	P3112_pi_MinorVersion	STATS.C:323	F8035_GetMouseVersionAndType	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3113	P3113_pi_Type	STATS.C:323	F8035_GetMouseVersionAndType	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3114	P3114_pi_Interrupt	STATS.C:323	F8035_GetMouseVersionAndType	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3115	P3115_i_	STATS.C:601	F8047_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3116	P3116_i_	STATS.C:635	F8048_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3117	P3117_i_	VIDEODRV.C:993	F8172_	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3189	P3189_pc_	NEC816.C:464	F8140_ScrollMessageAreaUp	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3190	P3190_pc_	NEC816.C:465	F8140_ScrollMessageAreaUp	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3191	P3191_i_	NEC816.C:466	F8140_ScrollMessageAreaUp	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3192	P3192_i_PixelIndex	VIDEODRV.C:1053	F8213_SetSinglePixel_Unreferenced	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3193	P3193_c_Color	VIDEODRV.C:1054	F8213_SetSinglePixel_Unreferenced	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3200	P3200_i_	VIDEODRV.C:1451	F8216_Unreferenced	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3201	P3201_i_	VIDEODRV.C:1452	F8216_Unreferenced	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3203	P3203_i_	VIDEODRV.C:1476	F8143_CopyPixelLineFromScreenWithoutTransparency	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3234	P3234_i_ColorIndex	NEC816.C:2316	F8230_VIDRV_16_SetSingleColorComponentsInPalette	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3235	P3235_c_Red	NEC816.C:2317	F8230_VIDRV_16_SetSingleColorComponentsInPalette	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3236	P3236_c_Green	NEC816.C:2318	F8230_VIDRV_16_SetSingleColorComponentsInPalette	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3237	P3237_c_Blue	NEC816.C:2319	F8230_VIDRV_16_SetSingleColorComponentsInPalette	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3262	P3262_l_	PRIM2C.C:15	F0917_PRIM_15_Memory_Allocate	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3263	P3263_pl_	PRIM2C.C:41	F0918_PRIM_16_Memory_Free	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3264	P3264_pc_FileName	PRIM2C.C:65	F6000_PRIM_17_File_Open	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3265	P3265_p_Handle	PRIM2C.C:65	F6000_PRIM_17_File_Open	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3266	P3266_Handle	PRIM2C.C:89	F6001_PRIM_18_File_Close	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3267	P3267_Handle	PRIM2C.C:106	F0919_PRIM_19_File_Seek	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3268	P3268_l_Offset	PRIM2C.C:106	F0919_PRIM_19_File_Seek	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3269	P3269__Handle	PRIM2C.C:123	F0920_PRIM_20_File_Read	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3270	P3270_l_Size	PRIM2C.C:123	F0920_PRIM_20_File_Read	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
P	3271	P3271_l_Address	PRIM2C.C:123	F0920_PRIM_20_File_Read	function_parameter	enclosing routine parameter contract (width, signedness, ownership, I/O semantics)	no standalone parameter mapping; enclosing-owner trace=none	enclosing_contract_required_not_independent_port
